alpha,CL,CD,Cm,Max_Camber,Camber_Pos,Thickness,Re,Airfoil_Name,CL_max,alpha_stall
-7.4,-0.3524,0.09275,-0.0235,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-7.2,-0.3652,0.09151,-0.0216,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-7.0,-0.3848,0.09049,-0.0196,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-6.8,-0.4107,0.08958,-0.0179,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-6.6,-0.4728,0.08553,-0.0303,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-6.4,-0.4711,0.08286,-0.0277,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-6.2,-0.4665,0.08127,-0.0239,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-6.0,-0.4646,0.07969,-0.0219,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-5.8,-0.446,0.0741,-0.0334,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-5.6,-0.423,0.07222,-0.0326,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-5.4,-0.397,0.0675,-0.0408,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-5.2,-0.3671,0.0631,-0.049,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-5.0,-0.3455,0.061,-0.0493,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-4.8,-0.3165,0.05757,-0.0545,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-4.6,-0.2903,0.05414,-0.0593,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-4.4,-0.2607,0.05091,-0.0634,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-4.2,-0.1959,0.02997,-0.0792,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-4.0,-0.1672,0.02883,-0.0805,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-3.8,-0.1316,0.02786,-0.0834,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-3.6,-0.1039,0.02701,-0.0846,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-3.4,-0.0674,0.02626,-0.0873,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-3.2,-0.0409,0.02571,-0.0882,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-3.0,-0.0046,0.02505,-0.0908,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-2.8,0.0215,0.02456,-0.0917,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-2.6,0.0574,0.02393,-0.0942,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-2.4,0.0833,0.02356,-0.0949,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-2.2,0.1196,0.02294,-0.0974,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-2.0,0.1448,0.02254,-0.098,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-1.8,0.1812,0.02188,-0.1005,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-1.6,0.2062,0.02138,-0.1009,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-1.4,0.2393,0.0205,-0.1027,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-1.0,0.3043,0.01841,-0.1038,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-0.8,0.3417,0.0181,-0.1061,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-0.6,0.3629,0.01811,-0.1058,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-0.4,0.3871,0.01807,-0.1059,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-0.2,0.4186,0.01781,-0.1071,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
0.0,0.44,0.01783,-0.1067,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
0.2,0.4671,0.01768,-0.1072,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
0.4,0.4921,0.01758,-0.1073,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
0.6,0.5137,0.01762,-0.1069,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
0.8,0.5433,0.01737,-0.1077,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
1.0,0.5628,0.01749,-0.107,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
1.2,0.5843,0.01757,-0.1067,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
1.4,0.6118,0.01741,-0.1071,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
1.6,0.631,0.01759,-0.1064,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
1.8,0.6525,0.01771,-0.1061,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
2.0,0.6782,0.01764,-0.1062,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
2.2,0.6972,0.01788,-0.1056,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
2.4,0.7192,0.01801,-0.1053,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
2.6,0.7428,0.01807,-0.1053,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
2.8,0.762,0.01833,-0.1047,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
3.0,0.786,0.01841,-0.1047,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
3.2,0.8059,0.01865,-0.1042,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
3.4,0.8262,0.0189,-0.1037,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
3.6,0.8502,0.01899,-0.1037,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
4.0,0.8916,0.01948,-0.103,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
4.2,0.9112,0.01976,-0.1024,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
4.4,0.9311,0.02006,-0.102,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
4.6,0.9545,0.0202,-0.1019,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
4.8,0.9722,0.02059,-0.1012,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
5.0,0.9955,0.02074,-0.1011,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
5.2,1.0143,0.02107,-0.1004,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
5.4,1.0337,0.02139,-0.0999,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
5.6,1.0576,0.0215,-0.0998,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
5.8,1.0743,0.0219,-0.0989,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
6.0,1.0947,0.02216,-0.0984,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
6.2,1.1177,0.02228,-0.0982,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
6.4,1.1346,0.02262,-0.0972,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
6.6,1.1536,0.02287,-0.0965,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
6.8,1.1749,0.02297,-0.0959,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
7.0,1.197,0.02301,-0.0955,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
7.2,1.2142,0.02318,-0.0944,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
7.4,1.2317,0.02332,-0.0933,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
7.6,1.2492,0.02345,-0.0922,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
7.8,1.2664,0.02356,-0.0911,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
8.0,1.2832,0.02367,-0.0898,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
8.4,1.315,0.02389,-0.0871,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
8.6,1.3298,0.02401,-0.0856,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
8.8,1.3421,0.02418,-0.0837,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
9.0,1.3518,0.0244,-0.0815,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
9.2,1.3613,0.0246,-0.0792,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
9.4,1.3685,0.0249,-0.0766,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
9.6,1.3738,0.02528,-0.0738,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
9.8,1.3757,0.02585,-0.0705,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
10.0,1.3732,0.0266,-0.0667,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
10.2,1.3684,0.02764,-0.0628,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
10.4,1.3617,0.02901,-0.0591,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
10.6,1.354,0.03067,-0.0556,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
10.8,1.3465,0.03252,-0.0525,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
11.0,1.3399,0.03447,-0.0498,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
11.2,1.3357,0.03641,-0.0474,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
11.4,1.3331,0.03833,-0.0454,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
11.6,1.3325,0.04019,-0.0436,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
11.8,1.3339,0.04197,-0.0419,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
12.0,1.3374,0.04366,-0.0404,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
12.2,1.3421,0.04527,-0.0391,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
12.4,1.349,0.04685,-0.0378,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
12.6,1.3618,0.04815,-0.0368,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
12.8,1.3666,0.04986,-0.0356,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
13.0,1.3861,0.05099,-0.0349,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
13.2,1.3893,0.05284,-0.0337,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
13.4,1.4011,0.0543,-0.0329,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
13.6,1.4182,0.05588,-0.0322,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
13.8,1.4223,0.05785,-0.0311,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
14.0,1.4318,0.05959,-0.0303,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
14.2,1.4544,0.06135,-0.0301,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
14.4,1.4481,0.06387,-0.0287,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
14.6,1.444,0.06647,-0.0276,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
14.8,1.4422,0.06904,-0.0267,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
15.0,1.4446,0.07144,-0.026,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
15.2,1.4536,0.07353,-0.0255,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
15.4,1.4601,0.07642,-0.025,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
15.6,1.4439,0.0799,-0.0244,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
15.8,1.4272,0.08368,-0.0242,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
16.0,1.4096,0.08774,-0.0244,0.04,0.4,0.12,100000,NACA 4412,1.4601,15.4
-10.0,-0.9757,0.04489,-0.0209,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-9.8,-0.9654,0.04286,-0.0199,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-9.6,-0.954,0.04114,-0.0188,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-9.4,-0.9443,0.03941,-0.0174,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-9.2,-0.9355,0.0376,-0.0157,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-9.0,-0.9261,0.03606,-0.0139,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-8.8,-0.91,0.03367,-0.0135,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-8.6,-0.8942,0.03249,-0.0126,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-8.4,-0.8792,0.03131,-0.0115,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-8.2,-0.8643,0.02991,-0.0103,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-8.0,-0.8462,0.02853,-0.0098,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-7.8,-0.83,0.02759,-0.0088,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-7.6,-0.8131,0.02633,-0.0079,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-7.4,-0.7961,0.02542,-0.0071,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-7.2,-0.7795,0.02439,-0.0061,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-7.0,-0.7631,0.02359,-0.0051,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-6.8,-0.747,0.02265,-0.0041,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-6.6,-0.7313,0.02182,-0.0029,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-6.4,-0.7158,0.02105,-0.0017,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-6.2,-0.7009,0.0203,-0.0005,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-6.0,-0.6863,0.01958,0.0008,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-5.8,-0.6717,0.01894,0.0022,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-5.6,-0.6576,0.01827,0.0035,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-5.4,-0.6432,0.01771,0.0049,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-5.2,-0.6287,0.01721,0.0063,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-5.0,-0.6141,0.01676,0.0077,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-4.8,-0.5992,0.01636,0.0091,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-4.6,-0.5839,0.01601,0.0105,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-4.4,-0.5684,0.0157,0.0118,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-4.2,-0.5525,0.01543,0.0132,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-4.0,-0.5366,0.0152,0.0145,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-3.8,-0.5203,0.01498,0.0159,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-3.6,-0.5039,0.01479,0.0172,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-3.4,-0.4875,0.01463,0.0186,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-3.2,-0.4709,0.0145,0.02,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-3.0,-0.4545,0.0144,0.0214,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-2.8,-0.438,0.01433,0.0229,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-2.6,-0.4216,0.0143,0.0244,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-2.4,-0.4054,0.01431,0.026,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-2.2,-0.3893,0.01436,0.0277,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-2.0,-0.3735,0.01445,0.0295,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-1.8,-0.3573,0.0146,0.0312,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-1.6,-0.3404,0.0148,0.0328,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-1.4,-0.3205,0.01504,0.0338,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-1.2,-0.2933,0.01537,0.0333,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-1.0,-0.2595,0.01572,0.0312,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-0.8,-0.2166,0.01609,0.0272,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-0.6,-0.1615,0.01645,0.0207,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-0.4,-0.1059,0.01669,0.0137,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-0.2,-0.0515,0.01685,0.0068,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
0.0,0.0,0.01694,-0.0,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
0.2,0.0515,0.01685,-0.0068,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
0.4,0.1059,0.01669,-0.0137,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
0.6,0.1615,0.01644,-0.0207,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
0.8,0.2165,0.01609,-0.0272,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
1.0,0.2594,0.01572,-0.0312,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
1.2,0.2933,0.01537,-0.0333,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
1.4,0.3204,0.01504,-0.0338,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
1.6,0.3403,0.01479,-0.0328,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
1.8,0.3573,0.0146,-0.0312,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
2.0,0.3734,0.01445,-0.0294,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
2.2,0.3892,0.01436,-0.0277,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
2.4,0.4053,0.0143,-0.026,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
2.6,0.4215,0.0143,-0.0244,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
2.8,0.4379,0.01433,-0.0229,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
3.0,0.4544,0.0144,-0.0213,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
3.2,0.4709,0.0145,-0.02,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
3.4,0.4874,0.01463,-0.0185,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
3.6,0.5039,0.01479,-0.0172,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
3.8,0.5202,0.01497,-0.0159,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
4.0,0.5365,0.01519,-0.0145,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
4.2,0.5525,0.01543,-0.0132,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
4.4,0.5683,0.0157,-0.0118,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
4.6,0.5838,0.01601,-0.0105,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
4.8,0.5991,0.01636,-0.0091,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
5.0,0.614,0.01676,-0.0077,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
5.2,0.6286,0.01721,-0.0063,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
5.4,0.6431,0.0177,-0.0049,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
5.6,0.6575,0.01827,-0.0035,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
5.8,0.6717,0.01893,-0.0022,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
6.0,0.6863,0.01958,-0.0008,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
6.2,0.7009,0.0203,0.0005,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
6.4,0.7158,0.02105,0.0017,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
6.6,0.7312,0.02182,0.0029,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
6.8,0.747,0.02265,0.0041,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
7.0,0.7631,0.02359,0.0051,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
7.2,0.7795,0.02439,0.0061,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
7.4,0.7961,0.02542,0.0071,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
7.6,0.8131,0.02633,0.0079,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
7.8,0.8301,0.02759,0.0088,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
8.0,0.8462,0.02853,0.0098,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
8.2,0.8643,0.02991,0.0103,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
8.4,0.8793,0.03131,0.0115,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
8.6,0.8943,0.03249,0.0126,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
8.8,0.91,0.03367,0.0134,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
9.0,0.9262,0.03606,0.0139,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
9.2,0.9356,0.0376,0.0157,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
9.4,0.9444,0.03941,0.0174,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
9.6,0.9541,0.04115,0.0188,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
9.8,0.9655,0.04286,0.0199,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
10.0,0.9758,0.04489,0.0209,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
10.2,0.9842,0.04738,0.0219,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
10.4,0.987,0.0511,0.023,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
10.6,0.9816,0.05372,0.0252,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
10.8,0.9727,0.05667,0.0273,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
11.0,0.9604,0.05985,0.0292,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
11.2,0.9449,0.06314,0.0309,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
11.4,0.9265,0.06641,0.0326,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
11.6,0.9077,0.07014,0.0331,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
11.8,0.8896,0.07442,0.0324,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
12.0,0.874,0.07922,0.0311,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
12.2,0.6527,0.13618,-0.0121,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
12.4,0.6881,0.13956,-0.0073,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
12.6,0.6584,0.14406,-0.0136,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
12.8,0.6384,0.14719,-0.0184,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
13.0,0.6444,0.14984,-0.0188,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
13.2,0.6699,0.15223,-0.0159,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
13.4,0.6869,0.15702,-0.0143,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
13.6,0.6523,0.15951,-0.0219,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
13.8,0.6509,0.16223,-0.0238,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
14.0,0.6575,0.16494,-0.0244,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
14.2,0.671,0.1679,-0.0238,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
14.4,0.703,0.17286,-0.0198,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
14.6,0.6911,0.17625,-0.0239,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
14.8,0.6703,0.17734,-0.0295,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
15.0,0.6729,0.1799,-0.0311,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
15.2,0.6819,0.18247,-0.0313,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
15.4,0.7023,0.18629,-0.0296,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
15.6,0.725,0.19284,-0.0273,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
15.8,0.707,0.19349,-0.0329,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
16.0,0.6969,0.19448,-0.0374,0.0,0.0,0.12,100000,NACA 0012,0.987,10.4
-10.0,-1.0163,0.03399,-0.0165,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-9.8,-1.0086,0.03302,-0.0143,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-9.6,-0.9892,0.03178,-0.0142,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-9.4,-0.9765,0.03096,-0.0127,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-9.2,-0.9652,0.02996,-0.0111,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-9.0,-0.9489,0.02911,-0.0103,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-8.8,-0.9375,0.02838,-0.0085,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-8.6,-0.9224,0.02745,-0.0075,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-8.4,-0.91,0.02681,-0.0058,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-8.2,-0.8961,0.02599,-0.0045,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-8.0,-0.8837,0.02539,-0.0029,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-7.8,-0.8701,0.02468,-0.0015,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-7.6,-0.8581,0.02409,0.0003,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-7.4,-0.8447,0.02349,0.0017,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-7.2,-0.832,0.0229,0.0033,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-7.0,-0.8197,0.02238,0.005,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-6.8,-0.8071,0.0219,0.0067,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-6.6,-0.7942,0.02141,0.0082,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-6.4,-0.7813,0.02096,0.0098,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-6.2,-0.7683,0.02054,0.0114,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-6.0,-0.7552,0.02016,0.013,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-5.8,-0.7419,0.01982,0.0145,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-5.6,-0.7284,0.01951,0.016,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-5.4,-0.7147,0.01922,0.0175,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-5.2,-0.7004,0.01895,0.0189,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-5.0,-0.6859,0.0187,0.0202,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-4.8,-0.6712,0.01848,0.0215,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-4.6,-0.6563,0.01828,0.0227,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
